Analysis_Tier,Domain,Subset,Mode,Diversity_Order,Q_Label,Estimate_Definition,Estimate_Pretty,Q0_Caution,Metric,Metric_Pretty,Reference_Target_SC,Reference_Sweep_Selected,Reference_Sweep_Label,combo_id,output_rel_dir,export_selected
main_q12,Disease_ICD11,SM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,130,figures/main_q12/Disease_ICD11/SM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_ICD11,SM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,131,figures/main_q12/Disease_ICD11/SM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_ICD11,SM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,132,figures/main_q12/Disease_ICD11/SM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_ICD11,SM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,133,figures/main_q12/Disease_ICD11/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_ICD11,SM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,134,figures/main_q12/Disease_ICD11/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_ICD11,SM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,135,figures/main_q12/Disease_ICD11/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_NE,All,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,136,figures/main_q12/Disease_NE/All/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,True
main_q12,Disease_NE,All,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,137,figures/main_q12/Disease_NE/All/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,138,figures/main_q12/Disease_NE/All/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,139,figures/main_q12/Disease_NE/All/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,140,figures/main_q12/Disease_NE/All/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,141,figures/main_q12/Disease_NE/All/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,142,figures/main_q12/Disease_NE/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,143,figures/main_q12/Disease_NE/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,All,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,144,figures/main_q12/Disease_NE/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,145,figures/main_q12/Disease_NE/PM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,146,figures/main_q12/Disease_NE/PM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,147,figures/main_q12/Disease_NE/PM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,148,figures/main_q12/Disease_NE/PM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,149,figures/main_q12/Disease_NE/PM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,150,figures/main_q12/Disease_NE/PM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,151,figures/main_q12/Disease_NE/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,152,figures/main_q12/Disease_NE/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,PM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,153,figures/main_q12/Disease_NE/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,154,figures/main_q12/Disease_NE/SM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,155,figures/main_q12/Disease_NE/SM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,156,figures/main_q12/Disease_NE/SM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,157,figures/main_q12/Disease_NE/SM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,158,figures/main_q12/Disease_NE/SM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,159,figures/main_q12/Disease_NE/SM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,160,figures/main_q12/Disease_NE/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,161,figures/main_q12/Disease_NE/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_NE,SM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,162,figures/main_q12/Disease_NE/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,163,figures/main_q12/Disease_PathCL/All/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,164,figures/main_q12/Disease_PathCL/All/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,165,figures/main_q12/Disease_PathCL/All/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,166,figures/main_q12/Disease_PathCL/All/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,167,figures/main_q12/Disease_PathCL/All/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,168,figures/main_q12/Disease_PathCL/All/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,169,figures/main_q12/Disease_PathCL/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,170,figures/main_q12/Disease_PathCL/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,All,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,171,figures/main_q12/Disease_PathCL/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,172,figures/main_q12/Disease_PathCL/PM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,173,figures/main_q12/Disease_PathCL/PM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,174,figures/main_q12/Disease_PathCL/PM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,175,figures/main_q12/Disease_PathCL/PM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,176,figures/main_q12/Disease_PathCL/PM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,177,figures/main_q12/Disease_PathCL/PM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,178,figures/main_q12/Disease_PathCL/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,179,figures/main_q12/Disease_PathCL/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,PM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,180,figures/main_q12/Disease_PathCL/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,181,figures/main_q12/Disease_PathCL/SM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,182,figures/main_q12/Disease_PathCL/SM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,183,figures/main_q12/Disease_PathCL/SM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,184,figures/main_q12/Disease_PathCL/SM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,185,figures/main_q12/Disease_PathCL/SM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,186,figures/main_q12/Disease_PathCL/SM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,187,figures/main_q12/Disease_PathCL/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,188,figures/main_q12/Disease_PathCL/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Disease_PathCL,SM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,189,figures/main_q12/Disease_PathCL/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,190,figures/main_q12/Formula/All/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,191,figures/main_q12/Formula/All/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,192,figures/main_q12/Formula/All/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,193,figures/main_q12/Formula/All/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,194,figures/main_q12/Formula/All/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,195,figures/main_q12/Formula/All/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,196,figures/main_q12/Formula/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,197,figures/main_q12/Formula/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,All,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,198,figures/main_q12/Formula/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,199,figures/main_q12/Formula/PM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,200,figures/main_q12/Formula/PM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,201,figures/main_q12/Formula/PM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,202,figures/main_q12/Formula/PM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,203,figures/main_q12/Formula/PM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,204,figures/main_q12/Formula/PM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,205,figures/main_q12/Formula/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,206,figures/main_q12/Formula/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,PM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,207,figures/main_q12/Formula/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,208,figures/main_q12/Formula/SM/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,209,figures/main_q12/Formula/SM/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,210,figures/main_q12/Formula/SM/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,211,figures/main_q12/Formula/SM/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,212,figures/main_q12/Formula/SM/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,213,figures/main_q12/Formula/SM/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,214,figures/main_q12/Formula/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,215,figures/main_q12/Formula/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Formula,SM,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,216,figures/main_q12/Formula/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2015,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,217,figures/main_q12/Network/All/2015/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2016,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,218,figures/main_q12/Network/All/2016/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,219,figures/main_q12/Network/All/2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2018,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,220,figures/main_q12/Network/All/2018/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2019,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,221,figures/main_q12/Network/All/2019/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,222,figures/main_q12/Network/All/2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,Combo6yr,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,223,figures/main_q12/Network/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,Period1_2015_2017,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,224,figures/main_q12/Network/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
main_q12,Network,All,Period2_2018_2020,2,q2,Stage2_iNEXT_TD_m_est,Stage2 iNEXT TD.m.est,,CliffsDelta,Cliff's delta,0.965,0.96,0.96,225,figures/main_q12/Network/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta,False
