Domain,Subset,Mode,N_Partitions,Sweep_Set,Region_Index,Region_Label,Cutoff_Count,Expected_Cells,Eval_Cells,Finite_Value_Cells,Primary_Eligible_Cells,Finite_Eligible_Cells,Finite_Eligible_Eval_Pct,Positive_Cells,Positive_Eval_Pct,Negative_Cells,Negative_Eval_Pct,Zero_Cells,Large_Positive_Cells,Large_Positive_Eval_Pct,Large_Positive_Eligible_Pct,Large_Negative_Cells,Large_Negative_Eval_Pct,Large_Negative_Eligible_Pct,Mean_Value,Median_Value
Brite,All,Combo6yr,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3524,88.100000,436,0,0.000000,0.000000,3524,88.100000,88.989899,-0.889773,-1.000000
Brite,All,Combo6yr,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3591,89.775000,369,0,0.000000,0.000000,3591,89.775000,90.681818,-0.906566,-1.000000
Brite,All,Combo6yr,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,4000,3960,3960,99.000000,1624,40.600000,2013,50.325000,323,705,17.625000,17.803030,1012,25.300000,25.555556,-0.081486,-0.006944
Brite,All,Combo6yr,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,4000,3960,3960,99.000000,2347,58.675000,1293,32.325000,320,421,10.525000,10.631313,14,0.350000,0.353535,0.125536,0.038194
Brite,All,Combo6yr,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,3900,3861,3861,99.000000,243,6.230769,3306,84.769231,312,13,0.333333,0.336700,2602,66.717949,67.391867,-0.554967,-0.673611
Brite,All,Period1_2015_2017,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3494,87.350000,466,0,0.000000,0.000000,3494,87.350000,88.232323,-0.881313,-1.000000
Brite,All,Period1_2015_2017,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3656,91.400000,304,0,0.000000,0.000000,3656,91.400000,92.323232,-0.923232,-1.000000
Brite,All,Period1_2015_2017,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,4000,3960,3960,99.000000,1642,41.050000,2021,50.525000,297,737,18.425000,18.611111,1021,25.525000,25.782828,-0.082639,-0.003472
Brite,All,Period1_2015_2017,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,4000,3960,3960,99.000000,1995,49.875000,1689,42.225000,276,220,5.500000,5.555556,78,1.950000,1.969697,0.058746,0.005208
Brite,All,Period1_2015_2017,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,3900,3861,3861,99.000000,101,2.589744,3461,88.743590,299,5,0.128205,0.129500,2873,73.666667,74.410774,-0.690989,-0.875000
Brite,All,Period2_2018_2020,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3523,88.075000,437,0,0.000000,0.000000,3523,88.075000,88.964646,-0.889394,-1.000000
Brite,All,Period2_2018_2020,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3546,88.650000,414,0,0.000000,0.000000,3546,88.650000,89.545455,-0.895455,-1.000000
Brite,All,Period2_2018_2020,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,4000,3960,3960,99.000000,1184,29.600000,2498,62.450000,278,585,14.625000,14.772727,1102,27.550000,27.828283,-0.140818,-0.024306
Brite,All,Period2_2018_2020,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,4000,3960,3960,99.000000,1574,39.350000,2146,53.650000,240,0,0.000000,0.000000,0,0.000000,0.000000,-0.007459,-0.013889
Brite,All,Period2_2018_2020,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,3900,3861,3861,99.000000,1761,45.153846,1771,45.410256,329,429,11.000000,11.111111,58,1.487179,1.502202,0.114635,0.000000
Brite,PM,Combo6yr,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3325,83.125000,635,0,0.000000,0.000000,3325,83.125000,83.964646,-0.839646,-1.000000
Brite,PM,Combo6yr,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3425,85.625000,535,0,0.000000,0.000000,3425,85.625000,86.489899,-0.864646,-1.000000
Brite,PM,Combo6yr,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,2000,1980,1980,49.500000,704,17.600000,1066,26.650000,210,663,16.575000,33.484848,995,24.875000,50.252525,-0.174172,-0.493056
Brite,PM,Combo6yr,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,1900,1763,1763,44.075000,682,17.050000,589,14.725000,492,405,10.125000,22.972206,33,0.825000,1.871809,0.137386,0.000000
Brite,PM,Combo6yr,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,3900,3845,3845,98.589744,333,8.538462,2668,68.410256,844,135,3.461538,3.511053,2656,68.102564,69.076723,-0.656847,-1.000000
Brite,PM,Period1_2015_2017,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3368,84.200000,592,0,0.000000,0.000000,3368,84.200000,85.050505,-0.850000,-1.000000
Brite,PM,Period1_2015_2017,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3579,89.475000,381,0,0.000000,0.000000,3579,89.475000,90.378788,-0.903662,-1.000000
Brite,PM,Period1_2015_2017,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,2000,1980,1980,49.500000,810,20.250000,995,24.875000,175,715,17.875000,36.111111,909,22.725000,45.909091,-0.095090,-0.090278
Brite,PM,Period1_2015_2017,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,1900,1763,1763,44.075000,761,19.025000,506,12.650000,496,360,9.000000,20.419739,34,0.850000,1.928531,0.153410,0.000000
Brite,PM,Period1_2015_2017,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,3900,3844,3844,98.564103,258,6.615385,2748,70.461538,838,84,2.153846,2.185224,2668,68.410256,69.406868,-0.672586,-1.000000
Brite,PM,Period2_2018_2020,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3320,83.000000,640,0,0.000000,0.000000,3320,83.000000,83.838384,-0.837879,-1.000000
Brite,PM,Period2_2018_2020,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3351,83.775000,609,0,0.000000,0.000000,3351,83.775000,84.621212,-0.846086,-1.000000
Brite,PM,Period2_2018_2020,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,2000,1980,1980,49.500000,605,15.125000,1152,28.800000,223,589,14.725000,29.747475,1062,26.550000,53.636364,-0.237304,-0.642361
Brite,PM,Period2_2018_2020,5,all100,4,bin 4/5: high signed-tail side,40,4000,4000,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0.000000,,0,0.000000,,,
Brite,PM,Period2_2018_2020,5,all100,5,bin 5/5: high signed-tail side,39,3900,3900,2400,2237,2237,57.358974,368,9.435897,1313,33.666667,556,2,0.051282,0.089405,875,22.435897,39.114886,-0.399835,-0.083333
Brite,SM,Combo6yr,5,all100,1,bin 1/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,0,0.000000,3349,83.725000,611,0,0.000000,0.000000,3349,83.725000,84.570707,-0.845455,-1.000000
Brite,SM,Combo6yr,5,all100,2,bin 2/5: low signed-tail side,40,4000,4000,4000,3960,3960,99.000000,89,2.225000,3350,83.750000,521,81,2.025000,2.045455,3350,83.750000,84.595960,-0.831204,-1.000000
Brite,SM,Combo6yr,5,all100,3,bin 3/5: middle signed-cutoff region,40,4000,4000,4000,3960,3960,99.000000,1752,43.800000,1843,46.075000,365,617,15.425000,15.580808,1155,28.875000,29.166667,-0.138676,0.000000
