Transform	Transform_Title	Domain	Subset	Mode	Q_Label	Estimate_Definition	Metric	Rows	Figure_File	NoLegend_Figure_File
raw	raw	Formula	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2927	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Formula	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Formula/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2927	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Brite	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Brite/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	3781	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2927	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	Pathway	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/Pathway/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2918	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2918	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	2546	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
raw	raw	ATC_L1	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/raw/figures/main_q12/ATC_L1/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
