Transform	Transform_Title	Domain	Subset	Mode	Q_Label	Estimate_Definition	Metric	Rows	Figure_File	NoLegend_Figure_File
fourthroot	fourth root	ATC_L1	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4435	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4189	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4387	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4679	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L1	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4748	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L1/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4435	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4189	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4387	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4679	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L2	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4748	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L2/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4776	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4435	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4189	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4387	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	SM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4751	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	SM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4679	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	ATC_L3	SM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4748	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/ATC_L3/SM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	All	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4434	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	All	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4198	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	All	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4433	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/All/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	PM	Combo6yr	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4434	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Combo6yr/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	PM	Period1_2015_2017	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4191	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Period1_2015_2017/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
fourthroot	fourth root	Network	PM	Period2_2018_2020	q2	Stage2_iNEXT_TD_m_est	CliffsDelta	4433	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired.png	/Users/nonaka/Documents/work/Rarefaction/Chao1_Intensity/out_heatmap_cutoff_quantification_from_csv/stage2_q2_fig01_raw_sqrt_fourthroot_style2_all10_pmsm_periods_20260626_094804/fourthroot/figures/main_q12/Network/PM/Period2_2018_2020/q2/Stage2_iNEXT_TD_m_est/CliffsDelta/01_reference_bridge_boxplots_paired_nolegend.png
